cm-1,abs
1126.725,0.08708987
1127.207,0.0914695
1127.69,0.09655136
1128.172,0.1018947
1128.654,0.1074476
1129.136,0.1135511
1129.618,0.1202696
1130.1,0.1276659
1130.582,0.1356345
1131.064,0.1444363
1131.547,0.1541236
1132.029,0.1646864
1132.511,0.176112
1132.993,0.1886059
1133.475,0.2020528
1133.957,0.2166535
1134.439,0.2323165
1134.921,0.249327
1135.404,0.2674896
1135.886,0.2867196
1136.368,0.3069828
1136.85,0.3287545
1137.332,0.3514444
1137.814,0.3748917
1138.296,0.3988546
1138.778,0.4232538
1139.26,0.4473636
1139.743,0.4709798
1140.225,0.4934049
1140.707,0.5145797
1141.189,0.5338106
1141.671,0.5515469
1142.153,0.5664763
1142.635,0.5795444
1143.118,0.5905499
1143.6,0.6004839
1144.082,0.6100217
1144.564,0.6200862
1145.046,0.6310312
1145.528,0.6449876
1146.01,0.6619306
1146.492,0.6828456
1146.975,0.7045723
1147.457,0.724068
1147.939,0.7359942
1148.421,0.7398413
1148.903,0.7325658
1149.385,0.7147517
1149.867,0.6861099
1150.349,0.6601871
1150.832,0.651804
1151.314,0.6556712
1151.796,0.6669317
1152.278,0.6803071
1152.76,0.6921442
1153.242,0.699832
1153.724,0.702184
1154.206,0.6964599
1154.689,0.679935
1155.171,0.6553597
1155.653,0.6250316
1156.135,0.5906958
1156.617,0.5537814
1157.099,0.5155953
1157.581,0.4779307
1158.063,0.4419365
1158.546,0.408079
1159.028,0.3773504
1159.51,0.3502446
1159.992,0.3270042
1160.474,0.3075504
1160.956,0.2917736
1161.438,0.2793888
1161.92,0.2692794
1162.403,0.2598296
1162.885,0.2518031
1163.367,0.2459929
1163.849,0.2425235
1164.331,0.2406498
1164.813,0.2396953
1165.295,0.2397112
1165.777,0.2403867
1166.26,0.2415531
1166.742,0.2433028
1167.224,0.2455812
1167.706,0.2484364
1168.188,0.2517207
1168.67,0.2553037
1169.152,0.2592101
1169.634,0.2635915
1170.117,0.2681871
1170.599,0.273231
1171.081,0.2784393
1171.563,0.2839832
1172.045,0.2900432
1172.527,0.296474
1173.009,0.3034306
1173.491,0.3104816
1173.974,0.3172478
1174.456,0.3242707
1174.938,0.3312542
1175.42,0.3383285
1175.902,0.3454697
1176.384,0.3530009
1176.866,0.3604875
1177.348,0.3676154
1177.831,0.3749473
1178.313,0.3823677
1178.795,0.3895064
1179.277,0.3969901
1179.759,0.4046761
1180.241,0.4126375
1180.723,0.4210986
1181.205,0.4303268
1181.688,0.4397219
1182.17,0.4492919
1182.652,0.4595768
1183.134,0.4710302
1183.616,0.4834574
1184.098,0.4974311
1184.58,0.5130774
1185.062,0.5303929
1185.545,0.5479569
1186.027,0.5648789
1186.509,0.5819647
1186.991,0.602825
1187.473,0.6314181
1187.955,0.6690604
1188.437,0.6989363
1188.919,0.6894247
1189.401,0.6566202
1189.884,0.630984
1190.366,0.6187777
1190.848,0.6165914
1191.33,0.6178719
1191.812,0.6204238
1192.294,0.6213627
1192.776,0.620892
1193.259,0.6195248
1193.741,0.6186626
1194.223,0.6179233
1194.705,0.6178887
1195.187,0.6177946
1195.669,0.6182694
1196.151,0.6189821
1196.633,0.6201874
1197.115,0.6206416
1197.598,0.6199855
1198.08,0.6176237
1198.562,0.613054
1199.044,0.6053349
1199.526,0.5951324
1200.008,0.5824613
1200.49,0.5686734
1200.973,0.5537358
1201.455,0.538671
1201.937,0.5245332
1202.419,0.5133054
1202.901,0.5068647
1203.383,0.5082924
1203.865,0.5094637
1204.347,0.4998977
1204.829,0.4815618
1205.312,0.4556479
1205.794,0.4334869
1206.276,0.4198626
1206.758,0.4103211
1207.24,0.4032911
1207.722,0.3968106
1208.204,0.3904393
1208.687,0.3833401
1209.169,0.3755109
1209.651,0.3665361
1210.133,0.3566588
1210.615,0.3463618
1211.097,0.3361275
1211.579,0.3258783
1212.061,0.31578
1212.543,0.3056748
1213.026,0.2961134
1213.508,0.2872542
1213.99,0.2798264
1214.472,0.2737912
1214.954,0.2689119
1215.436,0.2649134
1215.918,0.2623185
1216.401,0.2606953
1216.883,0.259943
1217.365,0.2599825
1217.847,0.2611468
1218.329,0.2630627
1218.811,0.2659815
1219.293,0.2695578
1219.775,0.2737167
1220.257,0.2785613
1220.74,0.2842799
1221.222,0.2906493
1221.704,0.2976766
1222.186,0.3050442
1222.668,0.313069
1223.15,0.3216501
1223.632,0.3303948
1224.115,0.3394461
1224.597,0.3493538
1225.079,0.3601385
1225.561,0.3720916
1226.043,0.3854408
1226.525,0.4003866
1227.007,0.4163248
1227.489,0.4329966
1227.971,0.4492168
1228.454,0.4641406
1228.936,0.4762605
1229.418,0.4849614
1229.9,0.490883
1230.382,0.4959169
1230.864,0.500411
1231.346,0.5051014
1231.828,0.5104659
1232.311,0.5165834
1232.793,0.523374
1233.275,0.5311693
1233.757,0.5392513
1234.239,0.5471615
1234.721,0.5542856
1235.203,0.5608053
1235.686,0.5660999
1236.168,0.5698175
1236.65,0.5714256
1237.132,0.571627
1237.614,0.570286
1238.096,0.5676868
1238.578,0.5627015
1239.06,0.5554269
1239.542,0.5452449
1240.025,0.5320817
1240.507,0.5168035
1240.989,0.5003846
1241.471,0.4835938
1241.953,0.4689957
1242.435,0.4593352
1242.917,0.4562184
1243.4,0.4598718
1243.882,0.4660819
1244.364,0.467224
1244.846,0.4609597
1245.328,0.4519898
1245.81,0.4420016
1246.292,0.4287947
1246.774,0.414579
1247.256,0.4008876
1247.739,0.3874791
1248.221,0.3736385
1248.703,0.3591036
1249.185,0.3433636
1249.667,0.3265911
1250.149,0.3088308
1250.631,0.2904675
1251.114,0.2716809
1251.596,0.2530282
1252.078,0.2347952
1252.56,0.2173699
1253.042,0.2009188
1253.524,0.1854936
1254.006,0.1712183
1254.488,0.1584346
1254.97,0.1467772
1255.453,0.136329
1255.935,0.1269305
1256.417,0.1184952
1256.899,0.1110585
1257.381,0.1044647
1257.863,0.09832594
1258.345,0.09268832
1258.828,0.08738349
1259.31,0.08233175
1259.792,0.07772703
1260.274,0.07356244
1260.756,0.06959721
1261.238,0.06584763
1261.72,0.06250492
1262.202,0.05946077
1262.684,0.05674241
1263.167,0.05441694
1263.649,0.05221254
1264.131,0.05014372
1264.613,0.04809393
1265.095,0.04616081
1265.577,0.04433011
1266.059,0.04272376
1266.542,0.04134332
1267.024,0.04005797
1267.506,0.03881044
1267.988,0.03755972
1268.47,0.03633803
1268.952,0.03530597
1269.434,0.03430773
1269.916,0.0333073
1270.398,0.03244305
1270.881,0.03160977
1271.363,0.03081333
1271.845,0.03001675
1272.327,0.02934491
1272.809,0.02879691
1273.291,0.02825473
1273.773,0.02753844
1274.255,0.02692351
1274.738,0.02639676
1275.22,0.02585313
1275.702,0.02533091
1276.184,0.02485499
1276.666,0.02439516
1277.148,0.02392884
1277.63,0.02357391
1278.112,0.02324188
1278.595,0.02290242
1279.077,0.0226064
1279.559,0.0222253
1280.041,0.02184029
1280.523,0.02154987
1281.005,0.02122571
1281.487,0.02095896
1281.969,0.02072077
1282.452,0.02040765
1282.934,0.0201927
1283.416,0.02003143
1283.898,0.01979131
1284.38,0.01960246
1284.862,0.01946064
1285.344,0.0193445
1285.826,0.01915186
1286.309,0.01895553
1286.791,0.01880696
1287.273,0.01863987
1287.755,0.01846427
1288.237,0.01840326
1288.719,0.01843022
1289.201,0.01840018
1289.683,0.01828761
1290.166,0.0181724
1290.648,0.01812856
1291.13,0.0180687
1291.612,0.01804808
1292.094,0.01800062
1292.576,0.01800722
1293.058,0.01802853
1293.54,0.01793787
1294.023,0.01788062
1294.505,0.0179654
1294.987,0.01790369
1295.469,0.01779345
1295.951,0.01786067
1296.433,0.01793884
1296.915,0.01798971
1297.397,0.01796861
1297.88,0.01804424
1298.362,0.01811281
1298.844,0.01805353
1299.326,0.01807564
1299.808,0.0181724
1300.29,0.01835984
1300.772,0.01848377
1301.254,0.01850404
1301.737,0.0186083
1302.219,0.01872701
1302.701,0.01876368
1303.183,0.0187853
1303.665,0.0189565
1304.147,0.01924249
1304.629,0.01945731
1305.111,0.01946251
1305.594,0.01958814
1306.076,0.01989155
1306.558,0.0202797
1307.04,0.02066645
1307.522,0.02097479
1308.004,0.02118288
1308.486,0.02147922
1308.968,0.02190089
1309.451,0.02222004
1309.933,0.02249978
1310.415,0.02277006
1310.897,0.02304897
1311.379,0.02331973
1311.861,0.0235935
1312.343,0.02374395
1312.825,0.02402727
1313.308,0.02435769
1313.79,0.02451721
1314.272,0.02476115
1314.754,0.02503049
1315.236,0.02525164
1315.718,0.02540517
1316.2,0.02564264
1316.682,0.02553956
1317.165,0.0255021
1317.647,0.0257481
1318.129,0.02591964
1318.611,0.02575218
1319.093,0.02570366
1319.575,0.02615933
1320.057,0.02665045
1320.539,0.02699483
1321.022,0.02723233
1321.504,0.02748891
1321.986,0.0277074
1322.468,0.02807669
1322.95,0.02826994
1323.432,0.02840483
1323.914,0.02852586
1324.396,0.02870182
1324.879,0.02904546
1325.361,0.02927288
1325.843,0.02932577
1326.325,0.02946
1326.807,0.02962151
1327.289,0.02978195
1327.771,0.02989119
1328.253,0.03004384
1328.736,0.03047931
1329.218,0.03070933
1329.7,0.03079238
1330.182,0.03109168
1330.664,0.03130287
1331.146,0.03155022
1331.628,0.03184096
1332.11,0.03200511
1332.593,0.03239381
1333.075,0.03302559
1333.557,0.03346832
1334.039,0.03384623
1334.521,0.03425211
1335.003,0.03476232
1335.485,0.03523786
1335.967,0.03572325
1336.45,0.03598231
1336.932,0.03657975
1337.414,0.03753277
1337.896,0.03816954
1338.378,0.03855631
1338.86,0.03924768
1339.342,0.04026546
1339.824,0.04107812
1340.307,0.04168003
1340.789,0.04296899
1341.271,0.04449838
1341.753,0.04559351
1342.235,0.04668336
1342.717,0.04789007
1343.199,0.04923658
1343.681,0.05064547
1344.164,0.05195478
1344.646,0.05331926
1345.128,0.054922
1345.61,0.05661421
1346.092,0.05839171
1346.574,0.06007301
1347.056,0.06193953
1347.538,0.06407654
1348.021,0.06618194
1348.503,0.06830583
1348.985,0.07059776
1349.467,0.07296679
1349.949,0.0755149
1350.431,0.07805294
1350.913,0.08068309
1351.395,0.0833874
1351.878,0.08626196
1352.36,0.08910665
1352.842,0.09179728
1353.324,0.09461641
1353.806,0.0976136
1354.288,0.1004289
1354.77,0.1031847
1355.252,0.1060526
1355.734,0.1089832
1356.217,0.111702
1356.699,0.1143106
1357.181,0.1167417
1357.663,0.119033
1358.145,0.1211818
1358.627,0.1233405
1359.109,0.1251617
1359.592,0.1268733
1360.074,0.1283217
1360.556,0.1290908
1361.038,0.1294077
1361.52,0.1307455
1362.002,0.1317782
1362.484,0.131759
1362.966,0.1307158
1363.448,0.1306507
1363.931,0.1314756
1364.413,0.131225
1364.895,0.1306172
1365.377,0.1299379
1365.859,0.1293637
1366.341,0.1290103
1366.823,0.1288854
1367.306,0.129259
1367.788,0.1297716
1368.27,0.1300499
1368.752,0.130374
1369.234,0.1310423
1369.716,0.13113
1370.198,0.1305448
1370.68,0.1292031
1371.162,0.1270107
1371.645,0.1239647
1372.127,0.1207989
1372.609,0.1178382
1373.091,0.1148844
1373.573,0.1111848
1374.055,0.1084859
1374.537,0.1063356
1375.02,0.1031423
1375.502,0.1003578
1375.984,0.09754442
1376.466,0.09408493
1376.948,0.09023263
1377.43,0.08627991
1377.912,0.08220737
1378.394,0.0783317
1378.876,0.07454864
1379.359,0.07069975
1379.841,0.06709304
1380.323,0.06382363
1380.805,0.06074456
1381.287,0.05778569
1381.769,0.05486587
1382.251,0.05223447
1382.734,0.04991882
1383.216,0.04763849
1383.698,0.04549349
1384.18,0.04361269
1384.662,0.04178673
1385.144,0.04013195
1385.626,0.038481
1386.108,0.03681794
1386.59,0.03514398
1387.073,0.03217621
1387.555,0.02902275
1388.037,0.03021239
1388.519,0.03090486
1389.001,0.03022276
1389.483,0.02939107
1389.965,0.02842934
1390.448,0.02745111
1390.93,0.02670908
1391.412,0.02590859
1391.894,0.02522962
1392.376,0.02447988
1392.858,0.02373643
1393.34,0.02292917
1393.822,0.02116131
1394.304,0.01777112
1394.787,0.01779545
1395.269,0.01934758
1395.751,0.01875216
1396.233,0.01868619
1396.715,0.01881886
1397.197,0.0182563
1397.679,0.0173612
1398.161,0.01711484
1398.644,0.01588206
1399.126,0.01373346
1399.608,0.01442462
1400.09,0.0157768
1400.572,0.01591581
1401.054,0.01578749
1401.536,0.01549686
1402.019,0.01526161
1402.501,0.01511903
1402.983,0.01489671
1403.465,0.01469691
1403.947,0.01448299
1404.429,0.01371705
1404.911,0.01256687
1405.393,0.01302896
1405.875,0.01389508
1406.358,0.0139969
1406.84,0.01388649
1407.322,0.01367646
1407.804,0.01359935
1408.286,0.01354544
1408.768,0.01348091
1409.25,0.01356182
1409.733,0.01345012
1410.215,0.01334302
1410.697,0.0134428
1411.179,0.01333824
1411.661,0.01314882
1412.143,0.0132586
1412.625,0.0133777
1413.107,0.01335648
1413.589,0.01329167
1414.072,0.01332255
1414.554,0.01335553
1415.036,0.01336796
1415.518,0.01329198
1416,0.01304989
1416.482,0.01314824
1416.964,0.01283473
1417.447,0.01193966
1417.929,0.01266627
1418.411,0.0126879
1418.893,0.008976867
1419.375,0.003898903
1419.857,0.007567427
1420.339,0.01273802
1420.821,0.01385215
1421.303,0.01407815
1421.786,0.01417009
1422.268,0.01433225
1422.75,0.01443023
1423.232,0.01416506
1423.714,0.01339899
1424.196,0.01353649
1424.678,0.01453746
1425.161,0.01513533
1425.643,0.01531487
1426.125,0.01545415
1426.607,0.01558282
1427.089,0.01574866
1427.571,0.01577185
1428.053,0.0158725
1428.535,0.01606837
1429.017,0.01603382
1429.5,0.01507039
1429.982,0.0142904
1430.464,0.01556801
1430.946,0.01671866
1431.428,0.01698844
1431.91,0.01718278
1432.392,0.0175209
1432.875,0.017724
1433.357,0.01798622
1433.839,0.01857326
1434.321,0.0189873
1434.803,0.01938129
1435.285,0.01967367
1435.767,0.01926798
1436.249,0.01551228
1436.731,0.01149288
1437.214,0.01617979
1437.696,0.02161617
1438.178,0.02361536
1438.66,0.0248158
1439.142,0.02597046
1439.624,0.02709046
1440.106,0.02826541
1440.589,0.02962857
1441.071,0.03084068
1441.553,0.03199648
1442.035,0.03311209
1442.517,0.03415217
1442.999,0.03507608
1443.481,0.03591025
1443.963,0.03664933
1444.445,0.03729964
1444.928,0.03777101
1445.41,0.03808077
1445.892,0.03841627
1446.374,0.03914135
1446.856,0.04064417
1447.338,0.04221051
1447.82,0.0433772
1448.302,0.04612871
1448.785,0.04743965
1449.267,0.04556944
1449.749,0.04342677
1450.231,0.0420518
1450.713,0.04119921
1451.195,0.04141599
1451.677,0.04242447
1452.159,0.04406573
1452.642,0.0466848
1453.124,0.04902332
1453.606,0.05056275
1454.088,0.05095975
1454.57,0.05046248
1455.052,0.04963962
1455.534,0.04948463
1456.016,0.04549519
1456.499,0.03322481
1456.981,0.02662551
1457.463,0.03206846
1457.945,0.03224676
1458.427,0.03002971
1458.909,0.02996357
1459.391,0.02951932
1459.873,0.02951883
1460.356,0.02928904
1460.838,0.02854207
1461.32,0.02773106
1461.802,0.02703922
1462.284,0.02647511
1462.766,0.02603389
1463.248,0.02568546
1463.73,0.02522481
1464.213,0.02342872
1464.695,0.01951609
1465.177,0.01962725
1465.659,0.02291663
1466.141,0.02398245
1466.623,0.0240688
1467.105,0.02407805
1467.587,0.02405108
1468.07,0.02383215
1468.552,0.02378504
1469.034,0.02380335
1469.516,0.02376432
1469.998,0.02362142
1470.48,0.02347167
1470.962,0.02283445
1471.444,0.01997019
1471.927,0.01568469
1472.409,0.0171894
1472.891,0.01870113
1473.373,0.01501146
1473.855,0.01650667
1474.337,0.02031497
1474.819,0.02097033
1475.301,0.02047069
1475.784,0.01831646
1476.266,0.01620129
1476.748,0.01754308
1477.23,0.01886295
1477.712,0.01869816
1478.194,0.01839237
1478.676,0.01798632
1479.158,0.0175358
1479.641,0.01717968
1480.123,0.01679884
1480.605,0.01627087
1481.087,0.0154596
1481.569,0.01509049
1482.051,0.01511276
1482.533,0.01489743
1483.015,0.01471902
1483.498,0.01460565
1483.98,0.01435594
1484.462,0.01404666
1484.944,0.01377074
1485.426,0.0134252
1485.908,0.01291862
1486.39,0.01229734
1486.872,0.01080923
1487.355,0.009237981
1487.837,0.01042731
1488.319,0.01144236
1488.801,0.01069161
1489.283,0.00917405
1489.765,0.007829921
1490.247,0.007671016
1490.729,0.007242454
1491.212,0.008414265
1491.694,0.01014079
1492.176,0.01030301
1492.658,0.01023505
1493.14,0.0100714
1493.622,0.01006618
1494.104,0.009874827
1494.586,0.009648765
1495.069,0.009146876
1495.551,0.006854101
1496.033,0.000524132
1496.515,0.0006828
1496.997,0.006537768
1497.479,0.008311004
1497.961,0.007820373
1498.443,0.005266317
1498.926,0.003971023
1499.408,0.006332599
1499.89,0.00790516
1500.372,0.008095173
1500.854,0.007989829
1501.336,0.007606337
1501.818,0.007335586
1502.3,0.007571338
1502.783,0.0077467
1503.265,0.007678166
1503.747,0.007470536
1504.229,0.007116905
1504.711,0.005690549
1505.193,-0.000504636
1505.675,-0.005445262
1506.157,-0.001405027
1506.64,-0.003997031
1507.122,-0.007489705
1507.604,-0.000732936
1508.086,0.003122318
1508.568,0.003309614
1509.05,0.004575207
1509.532,0.004664487
1510.014,0.004759715
1510.497,0.005895011
1510.979,0.006454155
1511.461,0.006218438
1511.943,0.004207665
1512.425,0.003297595
1512.907,0.005301265
1513.389,0.006480556
1513.871,0.00664027
1514.354,0.006064221
1514.836,0.004939877
1515.318,0.005102346
1515.8,0.005534001
1516.282,0.004219308
1516.764,0.002585243
1517.246,0.001265043
1517.728,0.002201729
1518.211,0.004931835
1518.693,0.006016041
1519.175,0.005909655
1519.657,0.004293289
1520.139,0.001756171
1520.621,-0.000330022
1521.103,-0.006036687
1521.585,-0.004176216
1522.068,0.001458356
1522.55,0.000836611
1523.032,0.002063013
1523.514,0.004424317
1523.996,0.005307873
1524.478,0.004859018
1524.96,0.00257811
1525.442,-0.000155305
1525.925,0.002278131
1526.407,0.004824742
1526.889,0.004339035
1527.371,0.003448696
1527.853,0.004141225
1528.335,0.003859187
1528.817,0.004013726
1529.299,0.004958008
1529.781,0.0052907
1530.264,0.005174298
1530.746,0.004957807
1531.228,0.004436301
1531.71,0.004017372
1532.192,0.004224661
1532.674,0.003197647
1533.156,0.000849824
1533.639,-0.001168522
1534.121,-0.000488916
1534.603,0.002930331
1535.085,0.004064895
1535.567,0.00415223
1536.049,0.004219977
1536.531,0.004246409
1537.013,0.003850094
1537.495,0.003576997
1537.978,0.002157106
1538.46,-0.00311865
1538.942,-0.01195664
1539.424,-0.009354161
1539.906,-0.007100316
1540.388,-0.008311908
1540.87,-0.002303423
1541.353,-0.000467468
1541.835,-0.005654169
1542.317,-0.006173124
1542.799,-0.000638024
1543.281,0.000991076
1543.763,0.001500214
1544.245,0.001802849
1544.727,-0.000377564
1545.209,-0.002370719
1545.692,0.000425119
1546.174,0.002782512
1546.656,0.003370017
1547.138,0.003433133
1547.62,0.00349736
1548.102,0.003542522
1548.584,0.003624506
1549.067,0.003295792
1549.549,0.00221868
1550.031,0.001492666
1550.513,0.002503254
1550.995,0.003744671
1551.477,0.004092522
1551.959,0.00429978
1552.441,0.004517483
1552.923,0.004552673
1553.406,0.003744036
1553.888,-0.000124434
1554.37,-0.00381058
1554.852,0.000436727
1555.334,0.003902948
1555.816,0.004521668
1556.298,0.00431146
1556.781,0.002909716
1557.263,-0.001541011
1557.745,-0.005172936
1558.227,-0.01027789
1558.709,-0.01089322
1559.191,-0.004363921
1559.673,-0.007107422
1560.155,-0.01235523
1560.637,-0.005356546
1561.12,0.002692184
1561.602,0.004713321
1562.084,0.005325013
1562.566,0.005432934
1563.048,0.005613543
1563.53,0.005617101
1564.012,0.005564675
1564.495,0.004434995
1564.977,0.003936182
1565.459,0.005014551
1565.941,0.005831368
1566.423,0.005843592
1566.905,0.005975157
1567.387,0.005865623
1567.869,0.005748127
1568.352,0.00506215
1568.834,0.0036221
1569.316,0.000838305
1569.798,-0.00113151
1570.28,0.001710895
1570.762,0.004471718
1571.244,0.005003725
1571.726,0.00510714
1572.208,0.005008987
1572.691,0.004994507
1573.173,0.004859722
1573.655,0.004797872
1574.137,0.004579761
1574.619,0.004425723
1575.101,0.003498094
1575.583,-0.001914335
1576.066,-0.01138801
1576.548,-0.007233682
1577.03,0.001172538
1577.512,0.003427722
1577.994,0.003930666
1578.476,0.004234632
1578.958,0.004329631
1579.44,0.00442907
1579.922,0.004454946
1580.405,0.004470312
1580.887,0.004486213
1581.369,0.004429874
1581.851,0.004390812
1582.333,0.004342081
1582.815,0.004329397
1583.297,0.00435443
1583.78,0.00425802
1584.262,0.004210977
1584.744,0.004266686
1585.226,0.004274249
1585.708,0.004125737
1586.19,0.004022956
1586.672,0.003911273
1587.154,0.003941231
1587.636,0.003901243
1588.119,0.003893554
1588.601,0.003913346
1589.083,0.003836856
1589.565,0.003725588
1590.047,0.00385932
1590.529,0.003944073
1591.011,0.003921705
1591.494,0.003801023
1591.976,0.003801858
1592.458,0.00382168
1592.94,0.003815362
1593.422,0.003768869
1593.904,0.003649298
1594.386,0.003401273
1594.868,0.003439478
1595.35,0.003598145
1595.833,0.00346122
1596.315,0.00332484
1596.797,0.003443552
1597.279,0.003449865
1597.761,0.003436372
1598.243,0.003390687
1598.725,0.00344068
1599.208,0.003509652
1599.69,0.003606097
1600.172,0.003536341
1600.654,0.003374525
1601.136,0.003240274
1601.618,0.003392691
1602.1,0.003499764
1602.582,0.003412026
1603.064,0.003198248
1603.547,0.0032351
1604.029,0.003456544
1604.511,0.003610774
1604.993,0.003534905
1605.475,0.003530329
1605.957,0.003401072
1606.439,0.003292788
1606.922,0.003055376
1607.404,0.003029951
1607.886,0.003126356
1608.368,0.00311314
1608.85,0.00286422
1609.332,0.002534715
1609.814,0.00268585
1610.296,0.00308344
1610.778,0.003267381
1611.261,0.003385878
1611.743,0.00343861
1612.225,0.003537778
1612.707,0.003572955
1613.189,0.003688093
1613.671,0.003643518
1614.153,0.003511656
1614.635,0.003323003
1615.118,0.003271821
1615.6,0.00257231
1616.082,-0.001586803
1616.564,-0.01027595
1617.046,-0.008143982
1617.528,-4.69484E-05
1618.01,0.002433842
1618.492,0.002841507
1618.975,0.003024612
1619.457,0.00315686
1619.939,0.003262841
1620.421,0.003392524
1620.903,0.003381337
1621.385,0.003355692
1621.867,0.003204023
1622.349,0.002782845
1622.832,0.001702845
1623.314,-0.001042668
1623.796,-0.001200178
1624.278,0.001945176
1624.76,0.003222515
1625.242,0.003419473
1625.724,0.003418705
1626.206,0.003551741
1626.689,0.003459383
1627.171,0.002652745
1627.653,0.001045045
1628.135,0.001438442
1628.617,0.002949412
1629.099,0.003507581
1629.581,0.003564837
1630.063,0.003586218
1630.546,0.003643117
1631.028,0.00378675
1631.51,0.003811284
1631.992,0.003868614
1632.474,0.003861426
1632.956,0.003799619
1633.438,0.003658988
1633.92,0.003453572
1634.403,0.001833959
1634.885,-0.002279428
1635.367,-0.008173703
1635.849,-0.007545425
1636.331,-0.00028221
1636.813,0.002385964
1637.295,0.001505068
1637.777,0.001653085
1638.26,0.003149251
1638.742,0.003691335
1639.224,0.003959655
1639.706,0.003882321
1640.188,0.0038168
1640.67,0.003980587
1641.152,0.00420743
1641.634,0.004132126
1642.117,0.004115736
1642.599,0.004200873
1643.081,0.004457189
1643.563,0.004520898
1644.045,0.004616898
1644.527,0.004397707
1645.009,0.003560093
1645.491,-0.001001712
1645.974,-0.005894193
1646.456,-0.001490294
1646.938,0.001811267
1647.42,0.000957867
1647.902,0.001230019
1648.384,0.001785182
1648.866,0.003490345
1649.348,0.004572026
1649.831,0.004930829
1650.313,0.004860995
1650.795,0.00478742
1651.277,0.004033424
1651.759,-0.000161763
1652.241,-0.01069147
1652.723,-0.01598057
1653.205,-0.01635123
1653.688,-0.00852935
1654.17,-0.002397246
1654.652,-0.001233153
1655.134,0.002668547
1655.616,0.004843002
1656.098,0.005379054
1656.58,0.005361442
1657.063,0.005508162
1657.545,0.005617538
1658.027,0.005946603
1658.509,0.006043188
1658.991,0.006174241
1659.473,0.006152194
1659.955,0.006300862
1660.437,0.006263111
1660.919,0.006201868
1661.402,0.006025918
1661.884,0.005765183
1662.366,0.00332544
1662.848,0.001323466
1663.33,0.003859755
1663.812,0.006199313
1664.294,0.006695013
1664.776,0.006799977
1665.259,0.006734048
1665.741,0.006851273
1666.223,0.006890692
1666.705,0.006974018
1667.187,0.006878068
1667.669,0.006545773
1668.151,0.005832174
1668.633,0.004453071
1669.116,0.000655123
1669.598,0.000443626
1670.08,0.004688837
1670.562,0.006495589
1671.044,0.005540109
1671.526,0.004394627
1672.008,0.005943849
1672.49,0.007241746
1672.973,0.007444109
1673.455,0.007523564
1673.937,0.007472795
1674.419,0.006229833
1674.901,0.001516705
1675.383,-0.001107384
1675.865,0.003568912
1676.347,0.006978361
1676.83,0.007775439
1677.312,0.008055848
1677.794,0.008221006
1678.276,0.008234985
1678.758,0.008268991
1679.24,0.008040558
1679.722,0.007497774
1680.204,0.007087199
1680.687,0.007375622
1681.169,0.008143348
1681.651,0.008443015
1682.133,0.008332755
1682.615,0.006646596
1683.097,0.003726791
1683.579,0.003033888
1684.061,0.001161841
1684.544,-0.007687931
1685.026,-0.00936765
1685.508,0.002317803
1685.99,0.007533947
1686.472,0.008485923
1686.954,0.008729466
1687.436,0.00898759
1687.918,0.008527214
1688.401,0.008283817
1688.883,0.008765844
1689.365,0.009210431
1689.847,0.008628868
1690.329,0.008669565
1690.811,0.009357543
1691.293,0.009782301
1691.775,0.009792062
1692.258,0.009959983
1692.74,0.009969103
1693.222,0.01005651
1693.704,0.009947033
1694.186,0.01005675
1694.668,0.009237744
1695.15,0.004812781
1695.632,-0.006358792
1696.115,-0.006821264
1696.597,0.004597877
1697.079,0.008701171
1697.561,0.008872222
1698.043,0.00953627
1698.525,0.009832494
1699.007,0.008435177
1699.489,0.002513585
1699.972,-0.00517477
1700.454,-0.005772612
1700.936,-0.000457737
1701.418,0.006555966
1701.9,0.009776981
1702.382,0.01048287
1702.864,0.01063799
1703.346,0.0107864
1703.828,0.009894454
1704.311,0.0079793
1704.793,0.008630187
1705.275,0.01044411
1705.757,0.009766848
1706.239,0.007923281
1706.721,0.008648236
1707.203,0.01054214
1707.686,0.01123296
1708.168,0.01150833
1708.65,0.01157458
1709.132,0.01170136
1709.614,0.01143702
1710.096,0.01102798
1710.578,0.01130451
1711.06,0.01186082
1711.542,0.01211199
1712.025,0.01226762
1712.507,0.01223466
1712.989,0.01208221
1713.471,0.0115594
1713.953,0.01068061
1714.435,0.01028472
1714.917,0.008219115
1715.4,0.008226442
1715.882,0.01123578
1716.364,0.01172141
1716.846,0.00738452
1717.328,-0.001062468
1717.81,0.003013635
1718.292,0.007828133
1718.774,0.008029317
1719.256,0.01101826
1719.739,0.01308072
1720.221,0.01350487
1720.703,0.01368924
1721.185,0.01387596
1721.667,0.01400067
1722.149,0.0142061
1722.631,0.01426109
1723.114,0.01392785
1723.596,0.01389265
1724.078,0.01458574
1724.56,0.01492232
1725.042,0.01504593
1725.524,0.01511258
1726.006,0.01523594
1726.488,0.0152928
1726.97,0.01546098
1727.453,0.015598
1727.935,0.01574217
1728.417,0.01584587
1728.899,0.01593203
1729.381,0.01535737
1729.863,0.01429567
1730.345,0.01454983
1730.828,0.01574231
1731.31,0.01604561
1731.792,0.01599449
1732.274,0.01578096
1732.756,0.01341662
1733.238,0.006797587
1733.72,0.00703473
1734.202,0.006778067
1734.684,0.004685554
1735.167,0.01134654
1735.649,0.01541164
1736.131,0.01630451
1736.613,0.01646747
1737.095,0.01662859
1737.577,0.01649118
1738.059,0.01683031
