cm-1,abs
662.9214,0
663.4035,0
663.8856,0
664.3678,0
664.8499,0
665.332,0
665.8141,0
666.2963,0
666.7784,0
667.2605,0
667.7426,0
668.2248,0
668.7069,0
669.189,0
669.6711,0
670.1533,0
670.6354,0
671.1175,0
671.5997,0
672.0818,0
672.5639,0
673.046,0
673.5281,0
674.0103,0
674.4924,0
674.9745,0
675.4567,0
675.9388,0
676.4209,0
676.903,0
677.3851,0
677.8672,0
678.3494,0
678.8315,0
679.3137,0
679.7958,0
680.2779,0
680.76,0
681.2421,0
681.7242,0
682.2064,0
682.6885,0
683.1707,0
683.6528,0
684.1349,0
684.617,0
685.0991,0
685.5812,0
686.0634,0
686.5455,0
687.0276,0
687.5098,0
687.9919,0
688.474,0
688.9561,0
689.4382,0
689.9203,0
690.4025,0
690.8846,0
691.3668,0
691.8489,0
692.331,0
692.8131,0
693.2952,0
693.7774,0
694.2595,0
694.7416,0
695.2238,0
695.7059,0
696.188,0
696.6701,0
697.1522,0
697.6344,0
698.1165,0
698.5986,0
699.0807,0
699.5629,0
700.045,-0.000841782
700.5271,-0.000552688
701.0092,0.001091979
701.4914,0.000675067
701.9735,0.000164243
702.4556,0.001176725
702.9377,0.001144233
703.4199,0.000354978
703.902,0.000904241
704.3841,0.001474347
704.8663,0.001259892
705.3484,0.001176359
705.8305,0.001598009
706.3126,0.001818653
706.7947,0.001225733
707.2769,0.001233707
707.759,0.001786679
708.2411,0.002244991
708.7233,0.002584676
709.2054,0.002784546
709.6875,0.002248222
710.1696,0.001877684
710.6517,0.002091578
711.1339,0.002521117
711.616,0.002907682
712.0981,0.003102261
712.5803,0.003381938
713.0624,0.003359365
713.5445,0.003021242
714.0266,0.003210865
714.5087,0.003362938
714.9908,0.003571518
715.473,0.003644754
715.9551,0.004435095
716.4373,0.005004428
716.9194,0.005076632
717.4015,0.005537491
717.8836,0.006197398
718.3657,0.0069253
718.8478,0.007816832
719.33,0.008264263
719.8121,0.008244711
720.2943,0.005564071
720.7764,0.006160831
721.2585,0.0108414
721.7406,0.0144266
722.2227,0.01727455
722.7048,0.02064981
723.187,0.02383957
723.6691,0.0268191
724.1512,0.03028234
724.6334,0.03420253
725.1155,0.03832539
725.5976,0.04274939
726.0797,0.04641559
726.5618,0.04962197
727.044,0.05205525
727.5261,0.05422657
728.0082,0.05576093
728.4904,0.05680536
728.9725,0.05681854
729.4546,0.05626665
729.9367,0.05502188
730.4188,0.05318494
730.901,0.05201962
731.3831,0.05321277
731.8652,0.05710226
732.3474,0.06538583
732.8295,0.08285148
733.3116,0.1073616
733.7937,0.1076374
734.2758,0.08062632
734.758,0.06172846
735.2401,0.05676024
735.7222,0.05693167
736.2043,0.05931899
736.6865,0.06271725
737.1686,0.06660172
737.6507,0.07060325
738.1329,0.07427175
738.615,0.07726189
739.0971,0.07842818
739.5792,0.07798386
740.0613,0.07629771
740.5435,0.0734624
741.0256,0.069885
741.5077,0.06616168
741.9899,0.06234895
742.472,0.05788922
742.9541,0.05309331
743.4362,0.0487759
743.9183,0.04494459
744.4005,0.04130283
744.8826,0.03793871
745.3647,0.03499828
745.8469,0.03218488
746.329,0.02949971
746.8111,0.02673005
747.2932,0.02440269
747.7753,0.0223673
748.2574,0.02009406
748.7396,0.01871915
749.2217,0.01782031
749.7039,0.01614736
750.186,0.01460102
750.6681,0.01364999
751.1502,0.01267978
751.6323,0.01203571
752.1144,0.01174146
752.5966,0.0115379
753.0787,0.01112498
753.5609,0.01056642
754.043,0.009958186
754.5251,0.009618819
755.0072,0.01004787
755.4893,0.01050949
755.9714,0.01063218
756.4536,0.0106332
756.9357,0.01051067
757.4178,0.01069443
757.9,0.0104157
758.3821,0.01043077
758.8642,0.01109327
759.3463,0.01144274
759.8284,0.01143607
760.3106,0.01145175
760.7927,0.01170309
761.2748,0.01204232
761.757,0.0123149
762.2391,0.01268906
762.7212,0.01329157
763.2033,0.01465304
763.6854,0.01519593
764.1676,0.01530622
764.6497,0.01559741
765.1318,0.01608313
765.614,0.01715382
766.0961,0.01831363
766.5782,0.01864783
767.0603,0.01891887
767.5424,0.01971343
768.0246,0.02023047
768.5067,0.02055326
768.9888,0.02130296
769.4709,0.02228735
769.9531,0.02310407
770.4352,0.02386772
770.9173,0.02416691
771.3995,0.02472439
771.8816,0.02537756
772.3637,0.02582201
772.8458,0.02664443
773.3279,0.02740671
773.8101,0.02813112
774.2922,0.02877758
774.7743,0.02968444
775.2565,0.03015492
775.7386,0.03059391
776.2207,0.03163607
776.7028,0.0323276
777.1849,0.03285027
777.6671,0.033991
778.1492,0.03571221
778.6313,0.038775
779.1135,0.04390473
779.5956,0.04932959
780.0777,0.05184754
780.5598,0.05137129
781.0419,0.05055118
781.524,0.04855082
782.0062,0.04257791
782.4883,0.03690797
782.9705,0.03534345
783.4526,0.03531089
783.9347,0.03537559
784.4168,0.0350384
784.8989,0.03461004
785.381,0.0341136
785.8632,0.03338133
786.3453,0.03265722
786.8275,0.03241852
787.3096,0.03205804
787.7917,0.03112653
788.2738,0.03053821
788.7559,0.03036779
789.238,0.02978046
789.7202,0.02918619
790.2023,0.02915324
790.6844,0.0286035
791.1666,0.02798992
791.6487,0.02769599
792.1308,0.02722407
792.6129,0.02620807
793.095,0.02562718
793.5772,0.02527998
794.0593,0.02471537
794.5414,0.02378308
795.0236,0.02296865
795.5057,0.02232781
795.9878,0.02158319
796.4699,0.02092979
796.952,0.02060905
797.4342,0.02032191
797.9163,0.01972137
798.3984,0.01901074
798.8806,0.01852271
799.3627,0.01812023
799.8448,0.01736969
800.3269,0.01681606
800.809,0.01656188
801.2912,0.01639662
801.7733,0.01616823
802.2554,0.01594351
802.7375,0.01540941
803.2197,0.01498556
803.7018,0.0146976
804.1839,0.01445507
804.6661,0.01433656
805.1482,0.01424541
805.6303,0.0140403
806.1124,0.01369639
806.5945,0.01345975
807.0767,0.01337504
807.5588,0.01322734
808.0409,0.0129984
808.5231,0.01278948
809.0052,0.01281002
809.4873,0.01261517
809.9694,0.01221019
810.4515,0.01216726
810.9337,0.01252776
811.4158,0.01235635
811.8979,0.0120817
812.3801,0.01203081
812.8622,0.01218665
813.3443,0.01201865
813.8264,0.01174728
814.3085,0.01199565
814.7906,0.01219813
815.2728,0.01199371
815.7549,0.01204924
816.2371,0.01203088
816.7192,0.01229929
817.2013,0.01265014
817.6834,0.01278787
818.1655,0.01296983
818.6476,0.0131617
819.1298,0.01334309
819.6119,0.01342356
820.0941,0.01348269
820.5762,0.01375073
821.0583,0.01411217
821.5404,0.01465863
822.0225,0.0153689
822.5046,0.01601062
822.9868,0.01651352
823.4689,0.01728513
823.951,0.01813861
824.4332,0.01895528
824.9153,0.01976694
825.3974,0.02055961
825.8795,0.02189329
826.3616,0.02338305
826.8438,0.02463198
827.3259,0.02618833
827.808,0.02796228
828.2902,0.02975746
828.7723,0.0314442
829.2544,0.03317027
829.7365,0.03506739
830.2186,0.03663365
830.7008,0.03817092
831.1829,0.04012367
831.665,0.04188984
832.1472,0.04332345
832.6293,0.04447585
833.1114,0.04525764
833.5935,0.04601211
834.0756,0.04655196
834.5578,0.04705128
835.0399,0.04724499
835.522,0.04764112
836.0042,0.04823446
836.4863,0.04903178
836.9684,0.04976723
837.4505,0.0505058
837.9327,0.05180226
838.4148,0.05294506
838.8969,0.0526587
839.379,0.05104408
839.8611,0.049327
840.3433,0.04821417
840.8254,0.0484013
841.3075,0.04938079
841.7897,0.05050781
842.2718,0.05127154
842.7539,0.05068695
843.236,0.04836556
843.7181,0.04665886
844.2003,0.0459871
844.6824,0.04558578
845.1645,0.04508164
845.6467,0.04430952
846.1288,0.04337683
846.6109,0.04204541
847.093,0.04070315
847.5751,0.0389992
848.0573,0.0371529
848.5394,0.03561581
849.0215,0.03395618
849.5037,0.03181493
849.9858,0.02968398
850.4679,0.02820144
850.95,0.02652325
851.4321,0.02450992
851.9142,0.02295782
852.3964,0.02179427
852.8785,0.0204793
853.3607,0.01919649
853.8428,0.01820177
854.3249,0.01723104
854.807,0.01615915
855.2891,0.01523937
855.7712,0.01456768
856.2534,0.01402004
856.7355,0.01375709
857.2177,0.01315165
857.6998,0.01243712
858.1819,0.01209353
858.664,0.011644
859.1461,0.01139147
859.6282,0.01136069
860.1104,0.01104392
860.5925,0.0105103
861.0746,0.01015989
861.5568,0.01013563
862.0389,0.009988937
862.521,0.009882251
863.0031,0.009749261
863.4852,0.009541418
863.9674,0.009406704
864.4495,0.009310655
864.9316,0.009040228
865.4138,0.008708507
865.8959,0.008851965
866.378,0.009028455
866.8601,0.008850241
867.3422,0.008466292
867.8244,0.008222525
868.3065,0.008026651
868.7886,0.007925981
869.2708,0.00790597
869.7529,0.00807492
870.235,0.008040523
870.7171,0.007786706
871.1993,0.007825873
871.6814,0.007746025
872.1635,0.007704775
872.6456,0.007607349
873.1277,0.007717727
873.6099,0.007692634
874.092,0.00747539
874.5741,0.007271767
875.0563,0.007172483
875.5384,0.007216647
876.0205,0.007212133
876.5026,0.007129266
876.9847,0.007105521
877.4669,0.007064837
877.949,0.007214121
878.4311,0.007272339
878.9133,0.006996511
879.3954,0.006892106
879.8775,0.006842858
880.3596,0.00690574
880.8417,0.00698523
881.3239,0.007063692
881.806,0.007143043
882.2881,0.007051433
882.7703,0.006892139
883.2524,0.00671554
883.7345,0.006848547
884.2166,0.006764908
884.6987,0.006745557
885.1808,0.006888369
885.663,0.00686568
886.1451,0.006742495
886.6273,0.006661602
887.1094,0.006790318
887.5915,0.006830909
888.0736,0.006571607
888.5557,0.006653123
889.0378,0.00689261
889.52,0.006751311
890.0021,0.006688048
890.4843,0.006693701
890.9664,0.006595828
891.4485,0.006520075
891.9306,0.006518393
892.4127,0.006653931
892.8948,0.006710088
893.377,0.00663731
893.8591,0.006732062
894.3412,0.006779514
894.8234,0.00673287
895.3055,0.006769283
895.7876,0.006738995
896.2697,0.006754139
896.7518,0.006833332
897.234,0.006834477
897.7161,0.006760398
898.1982,0.006662006
898.6804,0.006800751
899.1625,0.007075647
899.6446,0.00713826
900.1267,0.006847032
900.6088,0.006815964
901.091,0.006792404
901.5731,0.006648783
902.0552,0.006762552
902.5374,0.006947823
903.0195,0.006957924
903.5016,0.006839728
903.9837,0.006763225
904.4658,0.006745961
904.948,0.006996073
905.4301,0.007119701
905.9122,0.007263444
906.3943,0.007349032
906.8765,0.0072624
907.3586,0.007173696
907.8407,0.007125359
908.3229,0.007221431
908.805,0.007267858
909.2871,0.007123102
909.7692,0.007138091
910.2513,0.007119667
910.7335,0.006971796
911.2156,0.006983244
911.6977,0.006765783
912.1799,0.00692227
912.662,0.007252124
913.1441,0.007199803
913.6262,0.007229753
914.1083,0.007244678
914.5905,0.007295858
915.0726,0.007293061
915.5547,0.007315739
916.0369,0.007301114
916.519,0.007393013
917.0011,0.00746966
917.4832,0.007348999
917.9653,0.007376667
918.4474,0.007319951
918.9296,0.007266948
919.4117,0.007264084
919.8939,0.007302294
920.376,0.00719411
920.8581,0.007161603
921.3402,0.007287064
921.8223,0.007341855
922.3044,0.007167498
922.7866,0.007087334
923.2687,0.007271227
923.7509,0.007329386
924.233,0.007265365
924.7151,0.007274293
925.1972,0.007383643
925.6793,0.007340406
926.1614,0.007180197
926.6436,0.00719822
927.1257,0.00732268
927.6078,0.007376195
928.09,0.00736686
928.5721,0.007405685
929.0542,0.007422032
929.5363,0.00730317
930.0184,0.007393855
930.5006,0.007662787
930.9827,0.007707473
931.4648,0.007519248
931.947,0.0075504
932.4291,0.007727778
932.9112,0.00768373
933.3933,0.007692499
933.8754,0.007928072
934.3576,0.007880361
934.8397,0.007683696
935.3218,0.007656279
935.804,0.007866831
936.2861,0.008019799
936.7682,0.007997152
937.2503,0.007928039
937.7324,0.008078396
938.2146,0.008375079
938.6967,0.008392104
939.1788,0.008083156
939.6609,0.008026415
940.1431,0.008263419
940.6252,0.008530458
941.1073,0.008593956
941.5895,0.008547354
942.0716,0.008695525
942.5537,0.008676798
943.0358,0.008517786
943.5179,0.008556579
944.0001,0.008716011
944.4822,0.008818015
944.9643,0.008892784
945.4465,0.009019895
945.9286,0.009139229
946.4107,0.009230671
946.8928,0.00929593
947.3749,0.009450622
947.8571,0.009599746
948.3392,0.009551546
948.8213,0.009530987
949.3035,0.009727269
949.7856,0.009815649
950.2677,0.009897809
950.7498,0.01003644
951.2319,0.01003437
951.7141,0.01007832
952.1962,0.01011878
952.6783,0.0102244
953.1605,0.01038679
953.6426,0.01045535
954.1247,0.01064043
954.6068,0.010829
955.0889,0.010926
955.571,0.01098872
956.0532,0.01104711
956.5353,0.01104918
957.0175,0.01118199
957.4996,0.01133342
957.9817,0.01151782
958.4638,0.01178786
958.9459,0.01196697
959.428,0.01212375
959.9102,0.01231094
960.3923,0.0123103
960.8745,0.012441
961.3566,0.01286145
961.8387,0.01318417
962.3208,0.01357754
962.8029,0.01389638
963.285,0.01424243
963.7672,0.01452324
964.2493,0.01479094
964.7314,0.01528954
965.2136,0.01589742
965.6957,0.01638674
966.1778,0.01680211
966.6599,0.01716461
967.142,0.0176193
967.6242,0.01817651
968.1063,0.01861684
968.5884,0.01919449
969.0706,0.01984146
969.5527,0.02030056
970.0348,0.02059915
970.5169,0.02080658
970.999,0.02091964
971.4812,0.02124464
971.9633,0.02160001
972.4454,0.02182291
972.9276,0.02189137
973.4097,0.02202848
973.8918,0.02210664
974.3739,0.02210661
974.8561,0.02220434
975.3382,0.02237975
975.8203,0.02263676
976.3024,0.0229313
976.7845,0.02322957
977.2667,0.02347925
977.7488,0.02365931
978.2309,0.02345984
978.7131,0.02304879
979.1952,0.02294349
979.6773,0.02273546
980.1594,0.02251377
980.6415,0.02213833
981.1237,0.02163215
981.6058,0.02147097
982.0879,0.02156665
982.5701,0.02159952
983.0522,0.02159312
983.5343,0.021578
984.0164,0.02134302
984.4985,0.02090663
984.9807,0.02032136
985.4628,0.01994334
985.9449,0.01937066
986.4271,0.0185133
986.9092,0.01791667
987.3913,0.01727869
987.8734,0.01651899
988.3555,0.01575557
988.8376,0.01502271
989.3198,0.014378
989.8019,0.01378302
990.2841,0.01334329
990.7662,0.01298086
991.2483,0.01267545
991.7304,0.0124334
992.2125,0.01220853
992.6946,0.01212194
993.1768,0.01203081
993.6589,0.01182221
994.1411,0.01175749
994.6232,0.01167879
995.1053,0.01158945
995.5874,0.01161828
996.0695,0.01164234
996.5516,0.0116001
997.0338,0.01143413
997.5159,0.01139743
997.998,0.01145328
998.4802,0.01157022
998.9623,0.01152725
999.4444,0.01143243
999.9265,0.01155212
1000.409,0.01157387
1000.891,0.011376
1001.373,0.01135086
1001.855,0.01139549
1002.337,0.01149156
1002.819,0.01160463
1003.301,0.01136613
1003.784,0.01117458
1004.266,0.01118516
1004.748,0.01132301
1005.23,0.01153092
1005.712,0.01151629
1006.194,0.01149373
1006.676,0.01153637
1007.158,0.01152279
1007.641,0.01151531
1008.123,0.0114042
1008.605,0.01123415
1009.087,0.01128414
1009.569,0.01135277
1010.051,0.01128594
1010.533,0.01110007
1011.015,0.01103668
1011.497,0.01121681
1011.98,0.01134637
1012.462,0.01137219
1012.944,0.01143267
1013.426,0.01142236
1013.908,0.01118975
1014.39,0.01111353
1014.872,0.01115102
1015.354,0.01119236
1015.837,0.01122837
1016.319,0.01121688
1016.801,0.01125489
1017.283,0.01133627
1017.765,0.01123231
1018.247,0.01109422
1018.729,0.01116041
1019.212,0.0113429
1019.694,0.01135382
1020.176,0.01124415
1020.658,0.01128788
1021.14,0.01134508
1021.622,0.01133403
1022.104,0.01127064
1022.586,0.01112886
1023.069,0.01125357
1023.551,0.01136266
1024.033,0.01139661
1024.515,0.01136988
1024.997,0.01131971
1025.479,0.01136423
1025.961,0.01146536
1026.443,0.01144277
1026.926,0.01145658
1027.408,0.01157669
1027.89,0.01149146
1028.372,0.01127411
1028.854,0.0113913
1029.336,0.01160296
1029.818,0.01166095
1030.3,0.01150244
1030.782,0.01163529
1031.265,0.01197777
1031.747,0.01222502
1032.229,0.01235175
1032.711,0.01257025
1033.193,0.01264434
1033.675,0.01252619
1034.157,0.01229441
1034.64,0.0119619
1035.122,0.01200039
1035.604,0.01214933
1036.086,0.0121523
1036.568,0.0122713
1037.05,0.01228852
1037.532,0.01230798
1038.014,0.01233603
1038.496,0.01242719
1038.979,0.01265061
1039.461,0.01267603
1039.943,0.01252701
1040.425,0.0121694
1040.907,0.01235079
1041.389,0.01316897
1041.871,0.01318717
1042.354,0.01283695
1042.836,0.0132489
1043.318,0.01355847
1043.8,0.01337476
1044.282,0.01335221
1044.764,0.01343412
1045.246,0.01335002
1045.728,0.01313861
1046.21,0.01313178
1046.693,0.0132806
1047.175,0.01347431
1047.657,0.01377648
1048.139,0.01369246
1048.621,0.01370015
1049.103,0.01400635
1049.585,0.01411946
1050.068,0.01415407
1050.55,0.01424301
1051.032,0.01418293
1051.514,0.01429595
1051.996,0.01442441
1052.478,0.01463176
1052.96,0.01484123
1053.442,0.01475652
1053.924,0.01451903
1054.407,0.01442379
1054.889,0.01434772
1055.371,0.01443893
1055.853,0.01466822
1056.335,0.0145904
1056.817,0.01443376
1057.299,0.01460805
1057.781,0.01464879
1058.264,0.01460877
1058.746,0.0147376
1059.228,0.01466733
1059.71,0.01449484
1060.192,0.01449412
1060.674,0.01443462
1061.156,0.01447017
1061.638,0.01472423
1062.121,0.01458893
1062.603,0.01418361
1063.085,0.01396169
1063.567,0.01404971
1064.049,0.01407038
1064.531,0.01414945
1065.013,0.01448114
1065.495,0.01445849
1065.978,0.01434022
1066.46,0.01408397
1066.942,0.01402585
1067.424,0.0143017
1067.906,0.01416067
1068.388,0.01401709
1068.87,0.01401049
1069.353,0.01388502
1069.835,0.01377601
1070.317,0.01373941
1070.799,0.01391379
1071.281,0.01382933
1071.763,0.01360517
1072.245,0.01352333
1072.727,0.01381308
1073.209,0.0138607
1073.692,0.0138998
1074.174,0.01401134
1074.656,0.01363416
1075.138,0.01375299
1075.62,0.01373131
1076.102,0.01374088
1076.584,0.01378952
1077.067,0.01376797
1077.549,0.01368719
1078.031,0.01370467
1078.513,0.01390828
1078.995,0.01397966
1079.477,0.01381472
1079.959,0.01376503
1080.441,0.01401863
1080.923,0.01414421
1081.406,0.01450502
1081.888,0.01467611
1082.37,0.01446987
1082.852,0.01468673
1083.334,0.01500477
1083.816,0.01509845
1084.298,0.01524575
1084.781,0.01528975
1085.263,0.01543234
1085.745,0.01566449
1086.227,0.01566233
1086.709,0.01575512
1087.191,0.01605101
1087.673,0.01618822
1088.155,0.01611548
1088.637,0.01648519
1089.12,0.01690176
1089.602,0.01670324
1090.084,0.01672135
1090.566,0.01719953
1091.048,0.01756164
1091.53,0.01758145
1092.012,0.017874
1092.495,0.0182442
1092.977,0.0187651
1093.459,0.01885942
1093.941,0.01874925
1094.423,0.01919577
1094.905,0.01942633
1095.387,0.01956288
1095.869,0.02017694
1096.351,0.0205831
1096.834,0.02083637
1097.316,0.02130174
1097.798,0.02178298
1098.28,0.02204926
1098.762,0.02231026
1099.244,0.02260256
1099.726,0.02272882
1100.208,0.02334508
1100.691,0.02410807
1101.173,0.0246325
1101.655,0.0249942
1102.137,0.02520009
1102.619,0.02548896
1103.101,0.02594338
1103.583,0.02646144
1104.065,0.02678964
1104.548,0.02710051
1105.03,0.02754497
1105.512,0.0280231
1105.994,0.02861376
1106.476,0.02920558
1106.958,0.02972819
1107.44,0.03020923
1107.922,0.03066175
1108.405,0.03116412
1108.887,0.03168336
1109.369,0.03226474
1109.851,0.03283479
1110.333,0.0332158
1110.815,0.0335592
1111.297,0.03409163
1111.779,0.03485145
1112.262,0.03554367
1112.744,0.03612092
1113.226,0.03665445
1113.708,0.03727296
1114.19,0.03794374
1114.672,0.03870686
1115.154,0.03947539
1115.636,0.04028324
1116.119,0.04132327
1116.601,0.04223162
1117.083,0.04306839
1117.565,0.04410269
1118.047,0.04533689
1118.529,0.04676671
1119.011,0.04802028
1119.493,0.04921729
1119.976,0.05071261
1120.458,0.05241683
1120.94,0.05415067
1121.422,0.05591817
1121.904,0.05769687
1122.386,0.05964475
1122.868,0.06187763
1123.35,0.06425511
1123.833,0.06673214
1124.315,0.06951679
1124.797,0.07254584
1125.279,0.07575203
1125.761,0.07935554
1126.243,0.08326481
